Date,Campaign name,Cost,Impressions,Clicks,Conversions
2026-04-05,Generic_Search_Brussels_NL,37.37,5215,112,7
2026-04-07,Competitor_Conquesting_FR,37.44,2241,80,6
2026-04-13,Competitor_Conquesting_FR,37.48,4499,85,4
2026-04-12,Competitor_Conquesting_FR,37.84,3567,126,7
2026-04-16,Competitor_Conquesting_FR,37.93,2513,74,4
2026-04-21,Generic_Search_Brussels_NL,38.04,4515,73,3
2026-04-19,Generic_Search_Brussels_NL,38.09,5007,226,7
2026-04-20,Competitor_Conquesting_FR,38.14,3075,32,0
2026-04-22,Competitor_Conquesting_FR,38.26,3522,75,3
2026-04-13,Generic_Search_Brussels_NL,38.27,3015,138,6
2026-04-18,Competitor_Conquesting_FR,38.42,5250,243,22
2026-04-11,Competitor_Conquesting_FR,38.81,5259,193,13
2026-04-08,Competitor_Conquesting_FR,39.66,2231,76,5
2026-04-19,Competitor_Conquesting_FR,40.27,2065,30,1
2026-04-21,Competitor_Conquesting_FR,40.51,5703,206,15
2026-04-05,Competitor_Conquesting_FR,40.51,5059,54,3
2026-04-10,Brand_Search_BE_EN,40.6,4517,221,9
2026-04-17,Brand_Search_BE_EN,40.72,6047,70,6
2026-04-05,Brand_Search_BE_EN,40.81,3659,63,1
2026-04-23,Competitor_Conquesting_FR,40.85,3528,120,4
2026-04-06,Competitor_Conquesting_FR,42.05,3231,130,4
2026-04-23,Brand_Search_BE_EN,42.31,5281,121,10
2026-04-03,Competitor_Conquesting_FR,42.48,6138,221,6
2026-04-09,Competitor_Conquesting_FR,43.28,4858,176,10
2026-04-17,Competitor_Conquesting_FR,43.45,5603,264,13
2026-04-11,Brand_Search_BE_EN,43.46,6145,190,12
2026-04-21,Brand_Search_BE_EN,43.8,5674,128,8
2026-04-07,Brand_Search_BE_EN,45.25,3348,109,7
2026-04-20,Brand_Search_BE_EN,45.72,6532,199,5
2026-04-16,Brand_Search_BE_EN,45.94,2465,121,4
2026-04-03,Brand_Search_BE_EN,45.99,4744,207,20
2026-04-14,Brand_Search_BE_EN,50.2,6903,129,3
2026-04-19,Brand_Search_BE_EN,51.16,4189,118,4
2026-04-09,Brand_Search_BE_EN,51.2,6771,97,9
2026-04-08,Brand_Search_BE_EN,51.2,7569,236,16
2026-04-12,Brand_Search_BE_EN,52.41,2681,48,4
2026-04-18,Brand_Search_BE_EN,53.78,3549,125,2
2026-04-04,Brand_Search_BE_EN,54.01,4350,187,15
2026-04-22,Brand_Search_BE_EN,54.06,7580,175,7
2026-04-15,Brand_Search_BE_EN,54.59,7492,316,15
2026-04-06,Brand_Search_BE_EN,54.63,5222,111,3
2026-04-13,Brand_Search_BE_EN,54.75,4536,165,8
2026-04-05,Performance_Max_General,80.01,6531,173,10
2026-04-13,Performance_Max_General,80.61,11185,503,34
2026-04-14,Performance_Max_General,81.11,9969,187,7
2026-04-09,Performance_Max_General,81.34,10483,484,27
2026-04-07,Performance_Max_General,82.53,8974,280,11
2026-04-16,Performance_Max_General,83.19,4417,132,11
2026-04-11,Performance_Max_General,84.75,5300,198,19
2026-04-08,Performance_Max_General,85.74,7323,322,29
2026-04-10,Performance_Max_General,85.82,5572,253,22
2026-04-18,Performance_Max_General,86.6,6157,124,3
2026-04-23,Performance_Max_General,91.56,10138,493,48
2026-04-12,Performance_Max_General,91.84,6058,283,27
2026-04-20,Performance_Max_General,91.98,8500,144,7
2026-04-15,Performance_Max_General,93.56,7165,206,16
2026-04-22,Performance_Max_General,93.79,4755,105,3
2026-04-19,Performance_Max_General,94.12,7047,246,7
2026-04-04,Performance_Max_General,95.5,8911,401,16
2026-04-03,Performance_Max_General,100.34,12974,183,3
2026-04-17,Performance_Max_General,101.9,12494,215,9
2026-04-06,Performance_Max_General,105.53,9464,254,10
2026-04-21,Performance_Max_General,107.17,8070,280,25
